gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09D5B5F9C	0.082	0.396	0.168	0.063	0.622	0.143	0.78	0.179	0.0	0.129	0.102	0.113	0.0	0.0	0.773	0.142	0.124	0.165	0.237	0.436	0.099	0.319	0.262	0.479	0.396	0.265	0.188
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS02EDE5894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.0	0.0	0.176	0.0	0.552	0.031	0.0	0.029	0.168	0.011	0.233	0.073	0.806	0.0	0.153	0.017	0.016	0.004	0.0	0.0	0.016	0.011	0.032	0.652	0.031	0.787	0.021
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.147	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.424	0.0	0.0	0.0	0.0	0.001
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.0	0.065	0.0	0.0	0.0	0.097	0.0	0.037	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.019	0.011	0.086	0.097	0.086	0.049	0.0	0.0	0.0	0.0	0.0	0.031
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.22	0.0	0.022	0.0	0.095	0.012	0.0	0.002	0.12	0.004	0.0	0.0	0.033	0.008	0.007	0.0	0.0	0.0	0.0	0.0	0.025	0.066	0.0	0.0	0.004
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.0	0.0	0.0	0.007	0.0	0.006	0.174	0.0	0.0	0.0	0.008	0.002	0.0	0.0	0.027	0.001	0.003	0.0	0.004	0.115	0.013	1.227	0.0	0.017	0.018	0.0	0.004
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS033E857EB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS01CE67526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS09EF54490	0.082	0.0	0.086	0.0	0.0	0.044	0.0	0.099	0.0	0.085	0.201	0.008	0.0	0.135	0.0	0.074	0.066	0.06	0.033	0.177	0.058	0.0	0.004	0.0	0.009	0.0	0.077
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.159	0.0	0.0	0.0	0.484	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.194	0.0	0.072	0.005	0.045	0.001
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.034	0.009	0.0	0.0	0.093	0.12	0.165	0.0	0.047	0.003	0.006	0.0	0.0	0.114	0.051	0.066	0.049	0.122	0.177	0.043	0.0	0.002	0.006	0.011	0.02	0.081
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.0	0.034	0.009	0.0	0.0	0.093	0.12	0.165	0.0	0.047	0.003	0.006	0.0	0.0	0.114	0.051	0.066	0.049	0.122	0.177	0.043	0.0	0.002	0.006	0.011	0.02	0.081
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	11.432	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	5.443	0.011	0.001	0.0	0.0	0.012	0.0	0.003	0.227	0.0	0.0	0.0	0.194	0.001
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.009	0.003	0.001	0.0	0.0	0.084	0.029	0.017	0.0	0.0	0.0	0.023	0.019	0.032	0.031	0.011	0.0	0.027
IL37	Q9NZH6	False	IL37_HUMAN		CPI-SS0281839F1	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.016	0.003	0.003	0.0	0.0	0.001	0.0	0.011	0.0	0.01	0.0	0.017
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.001	0.0	0.0	0.006	0.0	0.008	0.047	0.0	0.0	0.0	0.0	0.001
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.001	0.0	0.0	0.006	0.0	0.008	0.047	0.0	0.0	0.0	0.0	0.001
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.001	0.0	0.0	0.006	0.0	0.008	0.047	0.0	0.0	0.0	0.0	0.001
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.0	0.0	0.008	0.013	0.057	0.0	0.079	0.0	0.0	0.004	0.005	0.016	0.0	0.0	0.056	0.004	0.008	0.0	0.0	0.0	0.023	0.0	0.004	0.021	0.011	0.021	0.002
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	0.0	0.043	2.253	0.215	0.019	0.171	0.0	0.072	0.0	0.044	0.101	0.008	0.0	0.057	0.031	0.15	0.249	0.091	0.032	0.0	0.397	0.0	0.009	0.01	0.032	0.0	0.093
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	0.0	0.043	2.253	0.215	0.019	0.171	0.0	0.072	0.0	0.044	0.101	0.008	0.0	0.057	0.031	0.15	0.249	0.091	0.032	0.0	0.397	0.0	0.009	0.01	0.032	0.0	0.093
GAL	P22466	False	GALA_HUMAN		CPI-SS0E70DD97F	0.0	0.043	2.253	0.215	0.019	0.171	0.0	0.072	0.0	0.044	0.101	0.008	0.0	0.057	0.031	0.15	0.249	0.091	0.032	0.0	0.397	0.0	0.009	0.01	0.032	0.0	0.093
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.01	0.001	0.001	0.0	0.0	0.0	0.013	0.024	0.0	0.0	0.0	0.0	0.001
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.107	0.0	0.003	0.009	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.159	0.065	0.274	0.0	0.221	0.143	0.373	0.151	0.168	0.152	0.276	0.221	0.0	0.017	0.18	0.278	0.203	0.196	0.129	0.077	0.236	0.016	0.195	0.18	0.226	0.132	0.252
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.159	0.065	0.274	0.0	0.221	0.143	0.373	0.151	0.168	0.152	0.276	0.221	0.0	0.017	0.18	0.278	0.203	0.196	0.129	0.077	0.236	0.016	0.195	0.18	0.226	0.132	0.252
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.159	0.065	0.274	0.0	0.221	0.143	0.373	0.151	0.168	0.152	0.276	0.221	0.0	0.017	0.18	0.278	0.203	0.196	0.129	0.077	0.236	0.016	0.195	0.18	0.226	0.132	0.252
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.159	0.065	0.274	0.0	0.221	0.143	0.373	0.151	0.168	0.152	0.276	0.221	0.0	0.017	0.18	0.278	0.203	0.196	0.129	0.077	0.236	0.016	0.195	0.18	0.226	0.132	0.252
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.159	0.065	0.274	0.0	0.221	0.143	0.373	0.151	0.168	0.152	0.276	0.221	0.0	0.017	0.18	0.278	0.203	0.196	0.129	0.077	0.236	0.016	0.195	0.18	0.226	0.132	0.252
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0D03910A0	0.0	0.0	0.021	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0FEAC3352	0.0	0.0	0.021	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0B0E74BC0	0.0	0.0	0.021	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.0	0.093	2.412	0.0	0.628	0.142	0.0	0.329	0.0	0.042	2.75	0.146	0.631	0.09	0.188	0.322	0.258	0.115	0.051	0.049	0.303	0.131	0.18	0.145	0.042	0.329	0.342
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.093	2.412	0.0	0.628	0.142	0.0	0.329	0.0	0.042	2.75	0.146	0.631	0.09	0.188	0.322	0.258	0.115	0.051	0.049	0.303	0.131	0.18	0.145	0.042	0.329	0.342
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.0	0.017	0.37	0.0	0.086	0.127	0.0	0.092	0.0	0.129	0.53	0.137	0.0	0.0	0.083	0.075	0.099	0.07	0.102	0.226	0.172	0.0	0.142	0.027	0.126	0.0	0.112
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.0	0.187	0.21	0.025	0.11	0.015	0.227	0.147	0.0	0.16	0.02	0.111	0.0	0.0	0.112	0.101	0.107	0.133	0.112	0.033	0.05	0.031	0.117	0.081	0.128	0.26	0.11
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.0	0.0	0.803	0.011	0.0	0.029	0.0	0.0	0.0	0.0	0.137	0.004	0.0	0.0	0.031	0.009	0.009	0.0	0.0	0.0	0.165	0.0	0.0	0.023	0.015	0.0	0.012
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.011	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.001
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	2.487	1.259	0.783	0.081	0.979	0.65	0.358	0.637	1.425	1.126	0.471	0.517	1.532	1.757	0.785	0.899	0.668	0.776	1.012	1.861	0.671	0.281	0.619	0.958	0.603	0.863	0.913
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.043	0.097	0.047	0.0	0.01	0.0	0.016	0.0	0.031	0.045	0.016	0.0	0.0	0.007	0.024	0.015	0.013	0.022	0.023	0.023	0.022	0.02	0.0	0.0	0.0	0.017
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.0	0.0	0.008	0.068	0.526	0.006	0.544	0.023	0.0	0.006	0.005	0.816	0.0	0.074	0.013	0.005	0.006	0.011	0.006	0.0	0.042	0.283	0.168	0.34	0.168	0.076	0.003
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.0	0.0	0.008	0.068	0.526	0.006	0.544	0.023	0.0	0.006	0.005	0.816	0.0	0.074	0.013	0.005	0.006	0.011	0.006	0.0	0.042	0.283	0.168	0.34	0.168	0.076	0.003
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.0	0.0	0.008	0.068	0.526	0.006	0.544	0.023	0.0	0.006	0.005	0.816	0.0	0.074	0.013	0.005	0.006	0.011	0.006	0.0	0.042	0.283	0.168	0.34	0.168	0.076	0.003
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.0	0.0	0.008	0.068	0.526	0.006	0.544	0.023	0.0	0.006	0.005	0.816	0.0	0.074	0.013	0.005	0.006	0.011	0.006	0.0	0.042	0.283	0.168	0.34	0.168	0.076	0.003
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS044CF7EAE	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS07A03C20F	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS02896561C	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.146	0.021	0.0	0.28	0.31	0.18	0.532	0.0	0.352	0.008	0.011	0.0	0.0	0.046	0.687	0.483	0.382	0.27	0.218	0.214	0.0	0.013	0.13	0.058	0.055	0.525
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS070A3A7E5	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0FFB9E01B	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	1.215	0.158	0.483	0.016	1.155	0.041	1.429	0.091	0.505	0.047	0.33	0.482	0.0	0.979	1.072	0.042	0.024	0.0	0.009	0.0	0.091	0.019	1.143	0.888	1.193	0.53	0.028
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D67110B0	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.077	0.004	0.0	0.289	0.202	0.073	0.302	0.0	0.203	0.001	0.478	0.0	0.0	0.075	0.248	0.149	0.136	0.07	0.086	0.101	0.035	0.367	0.595	0.346	0.188	0.24
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS013E86AFF	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS076D8A297	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0	0.043	0.011	0.06	0.014	0.124	0.0	0.286	0.0	0.21	0.01	0.013	0.0	0.017	0.03	0.149	0.15	0.168	0.152	0.317	0.161	0.012	0.01	0.009	0.012	0.0	0.186
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.0	0.125	0.024	0.009	0.093	0.093	0.073	0.121	0.0	0.031	0.033	0.026	0.0	0.0	0.126	0.07	0.063	0.028	0.043	0.023	0.062	0.008	0.035	0.014	0.06	0.033	0.067
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.0	0.0	0.011	0.0	0.078	0.0	0.07	0.002	0.0	0.005	0.004	0.012	0.631	0.0	0.017	0.003	0.002	0.005	0.006	0.0	0.01	0.159	0.021	0.004	0.032	0.0	0.001
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.154	0.0	0.002	0.0	0.276	0.0	0.0	0.051	0.168	0.022	0.027	0.588	0.0	0.295	0.139	0.008	0.007	0.003	0.007	0.151	0.002	0.033	0.108	0.302	0.087	0.032	0.01
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.154	0.0	0.002	0.0	0.276	0.0	0.0	0.051	0.168	0.022	0.027	0.588	0.0	0.295	0.139	0.008	0.007	0.003	0.007	0.151	0.002	0.033	0.108	0.302	0.087	0.032	0.01
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.154	0.0	0.002	0.0	0.276	0.0	0.0	0.051	0.168	0.022	0.027	0.588	0.0	0.295	0.139	0.008	0.007	0.003	0.007	0.151	0.002	0.033	0.108	0.302	0.087	0.032	0.01
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.154	0.0	0.002	0.0	0.276	0.0	0.0	0.051	0.168	0.022	0.027	0.588	0.0	0.295	0.139	0.008	0.007	0.003	0.007	0.151	0.002	0.033	0.108	0.302	0.087	0.032	0.01
